Title,DocumentURL
Reduction of algal wall-growth biofilm for the cultivation of Chlorococcum in photobioreactors using commercial surfactants and floating plastic media,https://api.elsevier.com/content/abstract/scopus_id/85142488598
Dietary anthocyanins inhibit insulin fibril formation and cytotoxicity in 3T3-L1 preadipocytes,https://api.elsevier.com/content/abstract/scopus_id/85142171369
Metformin delivery via iontophoresis based on κ-carrageenan cryogels,https://api.elsevier.com/content/abstract/scopus_id/85141987118
Experimental investigations of CO<inf>2</inf> absorption and catalyst-aided CO<inf>2</inf> desorption performance of several different amines blending with a promoter,https://api.elsevier.com/content/abstract/scopus_id/85140027804
High-throughput screening of highly active and selective single-atom catalysts for ammonia synthesis on WB<inf>2</inf> (0 0 1) surface,https://api.elsevier.com/content/abstract/scopus_id/85144072812
Electrodeposition of the manganese-doped nickel-phosphorus catalyst with enhanced hydrogen evolution reaction activity and durability,https://api.elsevier.com/content/abstract/scopus_id/85118901598
Novel strategy in biohydrogen energy production from COVID - 19 plastic waste: A critical review,https://api.elsevier.com/content/abstract/scopus_id/85118722833
Recent progress of electrocatalysts for hydrogen proton exchange membrane fuel cells,https://api.elsevier.com/content/abstract/scopus_id/85116427136
A Review of Packed Bed Reactor and Gradient-less Recycle Reactor for Determination of Intrinsic Reaction Kinetics,https://api.elsevier.com/content/abstract/scopus_id/85146519653
In the name of national security Thailand and the securitisation of the Rohingya,https://api.elsevier.com/content/abstract/scopus_id/85142778727
Herbal medicinal compounds and their anti-breast cancer actions: A mechanistic perspective,https://api.elsevier.com/content/abstract/scopus_id/85142912889
Immunogenicity of SARS-CoV-2 vaccines in patients with multiple myeloma: a systematic review and meta-analysis,https://api.elsevier.com/content/abstract/scopus_id/85147587083
Designing a Built-In Electric Field for Efficient Energy Electrocatalysis,https://api.elsevier.com/content/abstract/scopus_id/85144302232
"A pathway phenotype linking metabolic, immune, oxidative, and opioid pathways with comorbid depression, atherosclerosis, and unstable angina",https://api.elsevier.com/content/abstract/scopus_id/85106974284
Curcuminoid supplementation in canine diabetic mellitus and its complications using proteomic analysis,https://api.elsevier.com/content/abstract/scopus_id/85145689875
ONLINE VIDEO GAME INFLUENCER'S CREDIBILITY AND PURCHASE INTENTION,https://api.elsevier.com/content/abstract/scopus_id/85144517611
"Boys for beauty (1999): Participatory mode, camp aesthetic, bentu discourse",https://api.elsevier.com/content/abstract/scopus_id/85146140407
"Sending Money Back Home: Banking Digitalization, Myanmar Migrant Workers, and the Thailand-Myanmar Border Trade",https://api.elsevier.com/content/abstract/scopus_id/85144733338
Geochemical characteristics of shale gas formation and the potential for carbon storage in Thailand: An example from the Triassic Huai Hin Lat Formation,https://api.elsevier.com/content/abstract/scopus_id/85145507224
Municipal solid waste sanitary and open landfills: Contrasting sources of microplastics and its fate in their respective treatment systems,https://api.elsevier.com/content/abstract/scopus_id/85141778693
Heuristic-Based Usability Evaluation Tool for Android Applications for Senior Citizens,https://api.elsevier.com/content/abstract/scopus_id/85149725104
Simultaneous colorimetric detection of nephrolithiasis biomarkers using a microfluidic paper-based analytical device,https://api.elsevier.com/content/abstract/scopus_id/85147171569
Effect of CoMo metal loading on H<inf>2</inf> and CNTs production from biogas by integrative process,https://api.elsevier.com/content/abstract/scopus_id/85133691726
Synthesis of NiO/MgO/ZrO<inf>2</inf> catalyst for syngas production from partial oxidation and dry reforming of biogas,https://api.elsevier.com/content/abstract/scopus_id/85128906258
Nuclear imaging for localization and surgical outcome prediction in epilepsy: A review of latest discoveries and future perspectives,https://api.elsevier.com/content/abstract/scopus_id/85145388556
cGAS deficiency enhances inflammasome activation in macrophages and inflammatory pathology in pristane-induced lupus,https://api.elsevier.com/content/abstract/scopus_id/85145345425
De Sitter Bubbles from Anti-de Sitter Fluctuations,https://api.elsevier.com/content/abstract/scopus_id/85144269606
Reference Database of Inner Retinal Layer Thickness and Thickness Asymmetry in Healthy Thai Adults as Measured by the Spectralis Spectral-Domain Optical Coherence Tomography,https://api.elsevier.com/content/abstract/scopus_id/85143644724
Prescreening MCI and Dementia Using Shank-Mounted IMU during TUG Task,https://api.elsevier.com/content/abstract/scopus_id/85141579442
Evaluation of machine learning models for load-carrying capacity assessment of semi-rigid steel structures,https://api.elsevier.com/content/abstract/scopus_id/85139864010
Carbon deposition influenced by gas concentration in a Ni/YSZ anode of an internal-reforming solid oxide fuel cell using a detector layer inside the anode,https://api.elsevier.com/content/abstract/scopus_id/85139727233
Study on the mechanism and kinetics of amine with steric hindrance absorbing CO<inf>2</inf> in non-aqueous/aqueous solution,https://api.elsevier.com/content/abstract/scopus_id/85139298910
Twin boundaries boost the hydrogen evolution reaction on the solid solution of nickel and tungsten,https://api.elsevier.com/content/abstract/scopus_id/85135709983
Optimization of TiO<inf>2</inf> coatings properties and photochemical Ag-functionalization: Implications on bioactivity and antibacterial activity,https://api.elsevier.com/content/abstract/scopus_id/85140115477
"Neuroprotective effects of a medium chain fatty acid, decanoic acid, isolated from H. leucospilota against Parkinsonism in C. elegans PD model",https://api.elsevier.com/content/abstract/scopus_id/85145036397
Syngas Production for Fischer-Tropsch Synthesis from Rubber Wood Pellets and Eucalyptus Wood Chips in a Pilot Horizontal Gasifier with CaO as a Tar Removal Catalyst,https://api.elsevier.com/content/abstract/scopus_id/85143385251
Tailoring a UCST-LCST-pH Multiresponsive Window through a Single Polymer Complex of Chitosan-Hyaluronic Acid,https://api.elsevier.com/content/abstract/scopus_id/85143538977
The contribution of a catchment-scale advice network to successful agricultural drought adaptation in Northern Thailand,https://api.elsevier.com/content/abstract/scopus_id/85141094475
Search for new particles in an extended Higgs sector with four b quarks in the final state at s=13TeV,https://api.elsevier.com/content/abstract/scopus_id/85144207105
