Title,DocumentURL
Identifying nursing research priorities in Vietnam: A modified delphi study<sup>†</sup>,https://api.elsevier.com/content/abstract/scopus_id/85078108379
Evaluation of the sciatic nerve location regarding its relationship to the piriformis muscle,https://api.elsevier.com/content/abstract/scopus_id/85097210623
Breast conserving surgery versus modified radical mastectomy,https://api.elsevier.com/content/abstract/scopus_id/85078854997
Clinical outcomes and surgical preferences for breast-conserving surgery and mastectomy: A propensity score-matched analysis,https://api.elsevier.com/content/abstract/scopus_id/85078201825
Common orthopedic problems in the neonate: A comparative study of 2 periods at a tertiary-care hospital,https://api.elsevier.com/content/abstract/scopus_id/85078139291
Conservative surgical management for immediate postpartum hemorrhage,https://api.elsevier.com/content/abstract/scopus_id/85078136559
Distinguishing magnetic resonance imaging features between idiopathic hypertrophic pachymeningitis and secondary hypertrophic pachymeningitis,https://api.elsevier.com/content/abstract/scopus_id/85078120406
Transcriptome analysis of Pueraria candollei var. mirifica for gene discovery in the biosyntheses of isoflavones and miroestrol,https://api.elsevier.com/content/abstract/scopus_id/85077258483
Performance of a Monofiber Optical Probe in Determining the Droplet Size and Velocity in Spray Systems Compared with a High-Speed Camera,https://api.elsevier.com/content/abstract/scopus_id/85076538010
Hybrid Monitoring of Surface Roughness and Straightness in CNC Turning of Aluminium using Neural Networks Approach,https://api.elsevier.com/content/abstract/scopus_id/85090234975
Bacterial community structures and biodegradation kinetic of Tiamulin antibiotic degrading enriched consortia from swine wastewater,https://api.elsevier.com/content/abstract/scopus_id/85079061595
"Impact of faculty development programme on self-efficacy, competency and attitude towards medical education in Bhutan: A mixed-methods study",https://api.elsevier.com/content/abstract/scopus_id/85077156473
Formalizing railway network using hierarchical timed coloured petri nets,https://api.elsevier.com/content/abstract/scopus_id/85082519384
Extracting structured data from unstructured text using conditional random field and jaccard similarity,https://api.elsevier.com/content/abstract/scopus_id/85082508161
Search for low mass vector resonances decaying into quark-antiquark pairs in proton-proton collisions at √s=13 TeV,https://api.elsevier.com/content/abstract/scopus_id/85077391071
Biologics for chronic rhinosinusitis,https://api.elsevier.com/content/abstract/scopus_id/85076952339
Pathways to parental anxiety: Effect of coping strategies for disruptive behaviors in children with attention deficit-hyperactivity disorder,https://api.elsevier.com/content/abstract/scopus_id/85078788285
A need for screening and early diagnosis of breast cancer,https://api.elsevier.com/content/abstract/scopus_id/85078172194
Changes in protein patterns of Staphylococcus aureus and Escherichia coli by silver nanoparticles capped with poly (4-styrenesulfonic acid-co-maleic acid) polymer,https://api.elsevier.com/content/abstract/scopus_id/85078139162
Survival outcomes of low-risk and intermediate-risk stage ib1 cervical cancer patients,https://api.elsevier.com/content/abstract/scopus_id/85078119559
A somatic pik3ca p.h1047l mutation in a Thai patient with isolated macrodactyly: A case report,https://api.elsevier.com/content/abstract/scopus_id/85078111250
Chronic abdominal pain in children: The importance of endoscopy,https://api.elsevier.com/content/abstract/scopus_id/85078109844
Binder-free centimeter-long V<inf>2</inf>O<inf>5</inf>nanofibers on carbon cloth as cathode material for zinc-ion batteries,https://api.elsevier.com/content/abstract/scopus_id/85077085511
"A double masked randomised 4-week, placebo-controlled study in the USA, Thailand and Taiwan to compare the efficacy of oral valganciclovir and topical 2% ganciclovir in the treatment of cytomegalovirus anterior uveitis: Study protocol",https://api.elsevier.com/content/abstract/scopus_id/85077050811
Probing the chiral magnetic wave in pPb and PbPb collisions at √S<inf>NN</inf> = 5.02 TeV using charge-dependent azimuthal anisotropies,https://api.elsevier.com/content/abstract/scopus_id/85077395426
Asiaticoside but not its aglycone exhibits neuritogenicity through TrkA receptor signaling: A bridge between ERK1/2-CREB and Akt-GSK3β/RhoA,https://api.elsevier.com/content/abstract/scopus_id/85074874488
Application of pivoting adversarial networks in search for four top quark production in CMS,https://api.elsevier.com/content/abstract/scopus_id/85077823120
A free solution to the Dirac equation in R-spacetime,https://api.elsevier.com/content/abstract/scopus_id/85077821220
Effects of few optical cycles approximation to spectral broadening generated in two-zero dispersion wavelengths fibers,https://api.elsevier.com/content/abstract/scopus_id/85077820495
Phase transitions in the frustrated antiferromagnetic XY model on the triangular lattice,https://api.elsevier.com/content/abstract/scopus_id/85077820406
Charged fermion in two-dimensional curved spaces of constant Gaussian curvature with constant magnetic flux,https://api.elsevier.com/content/abstract/scopus_id/85077820378
Comparison of electron temperature in DC glow discharge and AC glow discharge plasma,https://api.elsevier.com/content/abstract/scopus_id/85077819130
An array of coupled nonlinear oscillators as a model for amplitude variations in intermodulation distortions from the auditory system,https://api.elsevier.com/content/abstract/scopus_id/85077817274
Effect of formamidinium cation on electronic structure of formamidinium lead iodide,https://api.elsevier.com/content/abstract/scopus_id/85077816578
Effects of anti-solvent in the two-step fabrication of absorber layer in perovskite solar cells,https://api.elsevier.com/content/abstract/scopus_id/85077816228
Simulation of phase-ordering dynamics of 2d Ising model under influence of oscillatory shear,https://api.elsevier.com/content/abstract/scopus_id/85077813551
