Title,DocumentURL
Role of interventional procedures in channelopathies catheter ablation and sympathectomy,https://api.elsevier.com/content/abstract/scopus_id/85128088236
Democratic Lagrangians for Nonlinear Electrodynamics,https://api.elsevier.com/content/abstract/scopus_id/85122493175
Improved Development Cycle for 8-bit FPGA-Based Soft-Macros Targeting Complex Algorithms,https://api.elsevier.com/content/abstract/scopus_id/85126121321
Dolutegravir as First- or Second-Line Treatment for HIV-1 Infection in Children,https://api.elsevier.com/content/abstract/scopus_id/85122623065
Does proactive logistics management enhance business management?,https://api.elsevier.com/content/abstract/scopus_id/85121871153
Hedging stocks in crises and market downturns with gold and bonds: Industry analysis,https://api.elsevier.com/content/abstract/scopus_id/85100084326
One-Step Hydrothermal Synthesis of Precious Metal-Doped Titanium Dioxide–Graphene Oxide Composites for Photocatalytic Conversion of CO<inf>2</inf> to Ethanol,https://api.elsevier.com/content/abstract/scopus_id/85122008669
Impact of the polar optical phonon and alloy scattering on the charge-carrier mobilities of FA<inf>0.83</inf>Cs<inf>0.17</inf>Pb(I<inf>1−x</inf>Br<inf>x</inf>)<inf>3</inf>hybrid perovskites,https://api.elsevier.com/content/abstract/scopus_id/85121856655
Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,https://api.elsevier.com/content/abstract/scopus_id/85123372703
"Will There Ever Be Cure for Chronic, Life-Changing Colistin-Resistant Klebsiella pneumoniae in Urinary Tract Infection?",https://api.elsevier.com/content/abstract/scopus_id/85122448584
"Bacterial diversity and potential risk factors associated with Salmonella contamination of seafood products sold in retail markets in Bangkok, Thailand",https://api.elsevier.com/content/abstract/scopus_id/85121862176
Global Perspectives on Immunization Against SARS-CoV-2 During Pregnancy and Priorities for Future Research: An International Consensus Paper From the World Association of Infectious Diseases and Immunological Disorders,https://api.elsevier.com/content/abstract/scopus_id/85122478108
In Silico Elucidation of Potent Inhibitors and Rational Drug Design against SARS-CoV-2 Papain-like Protease,https://api.elsevier.com/content/abstract/scopus_id/85121669392
Reducing Heat Duty of MEA Regeneration Using a Sulfonic Acid-Functionalized Mesoporous MCM-41 Catalyst,https://api.elsevier.com/content/abstract/scopus_id/85121721582
Lactide Lactone Chain Shuttling Copolymerization Mediated by an Aminobisphenolate Supported Aluminum Complex and Al(O iPr)<inf>3</inf>: Access to New Polylactide Based Block Copolymers,https://api.elsevier.com/content/abstract/scopus_id/85121029434
Deep Learning Enables Prostate MRI Segmentation: A Large Cohort Evaluation With Inter-Rater Variability Analysis,https://api.elsevier.com/content/abstract/scopus_id/85122210542
The Expansion of Lignocellulose Biomass Conversion Into Bioenergy via Nanobiotechnology,https://api.elsevier.com/content/abstract/scopus_id/85125147751
Occupational exposure to hazards and volatile organic compounds in small-scale plastic recycling plants in Thailand by integrating risk and life cycle assessment concepts,https://api.elsevier.com/content/abstract/scopus_id/85120957187
"Organic carbon stock and composition in 3.5-m core mangrove soils (Trat, Thailand)",https://api.elsevier.com/content/abstract/scopus_id/85112858700
Shared metabolic and neuroimmune mechanisms underlying Type 2 Diabetes Mellitus and Major Depressive Disorder,https://api.elsevier.com/content/abstract/scopus_id/85107143998
Translational evidence for the Inflammatory Response System (IRS)/Compensatory Immune Response System (CIRS) and neuroprogression theory of major depression,https://api.elsevier.com/content/abstract/scopus_id/85105599444
The Development of Architectural Education in Thailand under the ASEAN Community,https://api.elsevier.com/content/abstract/scopus_id/85122132307
Liver- and Spleen-Specific Immune Responses in Experimental Leishmania martiniquensis Infection in BALB/c Mice,https://api.elsevier.com/content/abstract/scopus_id/85122106296
Intermittent Fasting and Obesity-Related Health Outcomes: An Umbrella Review of Meta-analyses of Randomized Clinical Trials,https://api.elsevier.com/content/abstract/scopus_id/85122004343
Tropical Pacific Forcing of Hydroclimate in the Source Area of the Yellow River,https://api.elsevier.com/content/abstract/scopus_id/85121026052
Determination of Kinetic Parameters for CO<inf>2</inf> Methanation (Sabatier Reaction) over Ni/ZrO<inf>2</inf> at a Stoichiometric Feed-Gas Composition under Elevated Pressure,https://api.elsevier.com/content/abstract/scopus_id/85120583368
Brief Report: HCV Universal Test-and-Treat With Direct Acting Antivirals for Prisoners With or Without HIV: A Prison Health Care Workers-Led Model for HCV Microelimination in Thailand,https://api.elsevier.com/content/abstract/scopus_id/85123745054
Pressure-induced isostructural clustering and semiconductor-to-semimetal transition in 2H-W(Se1−xTex)2 solid solutions: A first-principles investigation,https://api.elsevier.com/content/abstract/scopus_id/85122021738
3D structural model and visualization of blood vessels based on L-system,https://api.elsevier.com/content/abstract/scopus_id/85121645016
Injectable eggshell-derived hydroxyapatite-incorporated fibroin-alginate composite hydrogel for bone tissue engineering,https://api.elsevier.com/content/abstract/scopus_id/85118486327
Enhancement of large ring cyclodextrin production using pretreated starch by glycogen debranching enzyme from Corynebacterium glutamicum,https://api.elsevier.com/content/abstract/scopus_id/85117688423
Molecular insights into complex formation between scandenin and various types of β-cyclodextrin,https://api.elsevier.com/content/abstract/scopus_id/85116930939
In-situ chemical modification of printed conducting polymer films for specific glucose biosensing,https://api.elsevier.com/content/abstract/scopus_id/85116059634
Fouling mitigation in an anaerobic membrane bioreactor via membrane surface modification with tannic acid and copper,https://api.elsevier.com/content/abstract/scopus_id/85115750370
Sintering behavior and mechanical properties of hydroxyapatite ceramics prepared from Nile Tilapia (Oreochromis niloticus) bone and commercial powder for biomedical applications,https://api.elsevier.com/content/abstract/scopus_id/85115116426
Toward sustainable stormwater management: Understanding public appreciation and recognition of urban Low Impact Development (LID) in the San Francisco Bay Area,https://api.elsevier.com/content/abstract/scopus_id/85114720598
Online and offline preconcentration techniques on paper-based analytical devices for ultrasensitive chemical and biochemical analysis: A review,https://api.elsevier.com/content/abstract/scopus_id/85114025173
Strongly coupled tungsten oxide/carbide heterogeneous hybrid for ultrastable aqueous rocking‐chair zinc-ion batteries,https://api.elsevier.com/content/abstract/scopus_id/85113535269
Detection and identification of a fish pathogen Flavobacterium columnare using specific monoclonal antibodies,https://api.elsevier.com/content/abstract/scopus_id/85111270671
Supporting Clean Energy in the ASEAN: Policy Opportunities from Sustainable Aviation Fuels Initiatives in Indonesia and Malaysia,https://api.elsevier.com/content/abstract/scopus_id/85122185934
Lipid nanoparticles enhance the efficacy of mRNA and protein subunit vaccines by inducing robust T follicular helper cell and humoral responses,https://api.elsevier.com/content/abstract/scopus_id/85120409484
Reliability Quantification of Railway Electrification Mast Structure Considering Buckling,https://api.elsevier.com/content/abstract/scopus_id/85121860773
"Sprout Caffeoylquinic Acid Profiles as Affected by Variety, Cooking, and Storage",https://api.elsevier.com/content/abstract/scopus_id/85121796204
Engineering of Battery Type Electrodes for High Performance Lithium Ion Hybrid Supercapacitors,https://api.elsevier.com/content/abstract/scopus_id/85117490929
"Ten Jātakas at Wat Ban Khong, Ratchaburi",https://api.elsevier.com/content/abstract/scopus_id/85174618292
"Intelligence, Subterfuge and History: A Note on the Vickery-Ubonsri Fragment",https://api.elsevier.com/content/abstract/scopus_id/85174579127
Incorporation of diethyl ether production to existing bioethanol process: Techno-economic analysis,https://api.elsevier.com/content/abstract/scopus_id/85117968061
Raman spectroscopy investigation of a manganese oxide layer caused by water corrosion on an IrMn thin film,https://api.elsevier.com/content/abstract/scopus_id/85121281985
"DEVELOPMENT OF A DISASTER RISK PROFILE IN THE PUBLIC HEALTHCARE SYSTEM DURING FLOOD SITUATION: A CASE STUDY OF NAKHON SAWAN CITY MUNICIPALITY, NAKHON SAWAN PROVINCE, THAILAND",https://api.elsevier.com/content/abstract/scopus_id/85124892808
The crest injection technique for glabellar line correction and the paracentral artery,https://api.elsevier.com/content/abstract/scopus_id/85121427613
Molecularly imprinted polymers for the extraction and determination of water-soluble vitamins: A review from 2001 to 2020,https://api.elsevier.com/content/abstract/scopus_id/85118353021
Prevalence of pre-sarcopenia among postmenopausal women younger than 65 years,https://api.elsevier.com/content/abstract/scopus_id/85122489465
Core slide defect reduction of PVC tape by Six Sigma approach,https://api.elsevier.com/content/abstract/scopus_id/85129157351
"Immunogenicity, safety and reactogenicity of a heterogeneous booster following the CoronaVac inactivated SARS-CoV-2 vaccine in patients with SLE: A case series",https://api.elsevier.com/content/abstract/scopus_id/85120955008
A comparison of students’ competencies of thai and international documents,https://api.elsevier.com/content/abstract/scopus_id/85120828024
Development and testing of a metacognition scale using computer multimedia for nursing students: An application of multidimensional item response theory,https://api.elsevier.com/content/abstract/scopus_id/85120801156
“Macbeth Effect”: The link between physical cleanliness and moral judgement,https://api.elsevier.com/content/abstract/scopus_id/85120796679
Social returns on investment for doctor of philosophy program in educational measurement and evaluation,https://api.elsevier.com/content/abstract/scopus_id/85120796521
Development of a process to change teachers’ misconceptions in using portfolio for elementary school student assessment,https://api.elsevier.com/content/abstract/scopus_id/85120786134
“Everyone else does it”: Influence of colleagues’ cheating and psychological mechanisms on individuals’ cheating in an organization,https://api.elsevier.com/content/abstract/scopus_id/85120773740
Vascularized Toe Joint Transfer for Hypoplastic Thumb Type IV,https://api.elsevier.com/content/abstract/scopus_id/85121957987
"Identification of Key Genes in ‘Luang Pratahn’, Thai Salt-Tolerant Rice, Based on Time-Course Data and Weighted Co-expression Networks",https://api.elsevier.com/content/abstract/scopus_id/85121466933
