Title,DocumentURL
Accuracy Verification of a Smartphone-Based PPK GNSS Surveying Technique and Earth Volume Determinations,https://api.elsevier.com/content/abstract/scopus_id/85181752598
Prediction of the Mechanical Behaviour of HDPE Pipes Using the Artificial Neural Network Technique,https://api.elsevier.com/content/abstract/scopus_id/85181727685
Note on Fourier Transform of Hidden Variable Fractal Interpolation,https://api.elsevier.com/content/abstract/scopus_id/85181704777
Optimization of rapid self-healing and self-adhesive gluten/guar gum crosslinked gel for strain sensors and electronic devices,https://api.elsevier.com/content/abstract/scopus_id/85174179328
Fabrication of a colorimetric film based on bacterial cellulose/metal coordination framework composite for monitoring food spoilage gas,https://api.elsevier.com/content/abstract/scopus_id/85173570601
Bacterial cellulose composite hydrogel for pre-concentration and mass spectrometric detection of thiol-containing biomarker,https://api.elsevier.com/content/abstract/scopus_id/85171734822
Graphene oxide-alginate hydrogel-based indicator displacement assay integrated with diaper for non-invasive Alzheimer's disease screening,https://api.elsevier.com/content/abstract/scopus_id/85170238281
"Environmental factors influencing the distribution of fecal coliform bacteria in Bandon Bay, Thailand",https://api.elsevier.com/content/abstract/scopus_id/85179032621
Machine Learning-Based Predictive Model of Aortic Valve Replacement Modality Selection in Severe Aortic Stenosis Patients,https://api.elsevier.com/content/abstract/scopus_id/85183083530
Probing Small Bjorken-x Nuclear Gluonic Structure via Coherent J=ψ Photoproduction in Ultraperipheral Pb-Pb Collisions at √s<inf>NN</inf> = 5.02 TeV,https://api.elsevier.com/content/abstract/scopus_id/85182298097
Digital Dentistry: Transformation of Oral Health and Dental Education with Technology,https://api.elsevier.com/content/abstract/scopus_id/85173541101
Artificial Intelligence-Based Diagnosis of Oral Lichen Planus Using Deep Convolutional Neural Networks,https://api.elsevier.com/content/abstract/scopus_id/85173443082
Surface Roughness and Hardness of CAD/CAM Ceramic Materials after Polishing with a Multipurpose Polishing Kit: An in Vitro Study,https://api.elsevier.com/content/abstract/scopus_id/85144767279
Characterization of L-(+)-Lactic Acid Producing Weizmannia coagulans Strains from Tree Barks and Probiogenomic Evaluation of BKMTCR2-2,https://api.elsevier.com/content/abstract/scopus_id/85181234836
Parasitoid Wasps of South East Asia,https://api.elsevier.com/content/abstract/scopus_id/85166488281
"Fluoride Concentration, Antibacterial Effect, and Cytotoxicity in Children's Toothpaste: In Vitro Study",https://api.elsevier.com/content/abstract/scopus_id/85183112154
Role of Artificial Intelligence in Oral Diagnosis and Dental Treatment,https://api.elsevier.com/content/abstract/scopus_id/85174975887
Nano-tablets and rods-shaped Fe and Ni oxide/hydroxide encapsulated graphene for asymmetric supercapacitor and OER applications,https://api.elsevier.com/content/abstract/scopus_id/85175450393
Polyelectrolyte complex membranes as a selective zincate separator for secondary zinc-air battery,https://api.elsevier.com/content/abstract/scopus_id/85175312717
"High entropy materials frontier and theoretical insights for logistics CO<inf>2</inf> reduction and hydrogenation: Electrocatalysis, photocatalysis and thermo-catalysis",https://api.elsevier.com/content/abstract/scopus_id/85172688263
Microwave assisted green synthesis of Ag doped CuO NPs anchored on GO-sheets for high performance photocatalytic and antimicrobial applications,https://api.elsevier.com/content/abstract/scopus_id/85169839833
Revision of the fern genus Diplazium (Polypodiales: Athyriaceae) in Thailand,https://api.elsevier.com/content/abstract/scopus_id/85182352732
Endonasal thermal imaging in the assessment of nasal obstruction and airflow,https://api.elsevier.com/content/abstract/scopus_id/85181944944
NiS<inf>2</inf> nanoparticles decorated hierarchical porous carbon for high-performance lithium-selenium batteries,https://api.elsevier.com/content/abstract/scopus_id/85175711793
Tackling Parkinson's Disease as a Global Challenge,https://api.elsevier.com/content/abstract/scopus_id/85180813925
"Global Burden of Cardiovascular Diseases and Risks, 1990-2022",https://api.elsevier.com/content/abstract/scopus_id/85178644389
"Ligand-based, piggyBac-engineered CAR-T cells targeting EGFR are safe and effective against non-small cell lung cancers",https://api.elsevier.com/content/abstract/scopus_id/85172445155
"In Situ Generated, Tetracoordinated Copper(II)-Quinoline Complexes as Photocatalysts for the Chlorosulfonylation of Alkenes and Alkynes",https://api.elsevier.com/content/abstract/scopus_id/85161660482
